Nom,Genre,Épisodes,Date de Diffusion,Score,Rank,Téléspectateurs,Acteurs,Date Debut,Date Fin
Shan Hun Gao Leng Ji Zhang Da Ren (2024),Romance,92.0,"Nov 14, 2024",7.6,55290.0,151.0,,"Nov 14, 2024",
Love Miss (2024),"Romance, Youth",101.0,"Aug 4, 2024",7.6,54810.0,78.0,,"Aug 4, 2024",
Scout Hero (2024),"Military, Drama, War",32.0,"Jan 9, 2024 - Jan 27, 2024",7.7,53666.0,270.0,"Luo Jin, Ma Si Chun, Cao Lu, Huang Cheng Cheng, Shang Bai, Yang Fan","Jan 9, 2024","Jan 27, 2024"
Jiao Guan De Shou Hu (2024),Romance,89.0,"Feb 8, 2024 - Feb 17, 2024",7.6,54637.0,34.0,"Marshal Zhang, Zou Jia Jia","Feb 8, 2024","Feb 17, 2024"
Tou Ting Wo Xin Sheng Hou Huang Di Bang Wo Qu Gong Dou (2024),"Historical, Romance, Fantasy",71.0,"Nov 8, 2024",7.6,55033.0,22.0,,"Nov 8, 2024",
Jiang Xiao Jie Ta Xia Shan Le (2024),"Comedy, Romance",149.0,"Sep 4, 2024",7.6,54469.0,325.0,,"Sep 4, 2024",
Just in Time (2024),"Drama, Family",40.0,"Jun 3, 2024 - Jun 23, 2024",7.6,55613.0,241,"Qin Hai Lu, Bao Jian Feng, Zuo Xiao Qing, Tian Yu, Pan Zhi Lin, Du Yuan","Jun 3, 2024","Jun 23, 2024"
Moonlight Remains Gentle (2024),Romance,81.0,"Oct 30, 2024",7.7,53849.0,49,,"Oct 30, 2024",
Bei Xie Yi Sheng Ju Jia Hao You 99 Ci (2024),"Comedy, Romance",90.0,"Jun 27, 2024",7.5,55711.0,205,,"Jun 27, 2024",
In the Name of the Brother (2024),"Thriller, Historical, Mystery, Political",40.0,"Apr 21, 2024 - May 9, 2024",7.6,54851.0,997,"Qin Hao, Yang Mi, Zhang Zi Xian, Luan Yuan Hui, Rain Wang, Liu Yu Xuan","Apr 21, 2024","May 9, 2024"
Prince of Beijing Circle (2024),"Comedy, Romance",75.0,"Oct 18, 2024",7.6,54912.0,261,,"Oct 18, 2024",
City of the City (2024),"Business, Drama",40.0,"Apr 9, 2024 - Apr 30, 2024",7.6,55321.0,465,"Bai Yu Fan, Yu He Wei, Xia Meng, Long Ni, Lawrence Wang, Feng Jia Yi","Apr 9, 2024","Apr 30, 2024"
Crush the Village Husband (2024),"Historical, Comedy, Romance, Fantasy",65.0,"Oct 2, 2024",7.3,60273.0,19,,"Oct 2, 2024",
The Gate of Xuan Wu (2024),"Historical, Romance, Crime",41.0,"Mar 5, 2024 - Mar 28, 2024",7.6,55555.0,222,"Ren Zhong, Tong Lei, Li Yi Xiao, Zhang Feng Yi, Liu Ren He, Xin Yi","Mar 5, 2024","Mar 28, 2024"
Braveness of the Ming (2024),"Romance, Wuxia, Drama, Fantasy",60.0,"Sep 16, 2024 - Oct 25, 2024",7.2,61978.0,"4,689","Hans Zhang, Park Min Young, Jeremy Tsui, Shawn Wei, Tony Chen, Guo Xing","Sep 16, 2024","Oct 25, 2024"
Simple Days (2024),"Life, Family",26.0,"Mar 14, 2024 - Mar 24, 2024",7.5,56072.0,997,"Chen Xiao, Tong Yao, Sa Ri Na, Ying Er, Qiao Zhen Yu, Yu Hao Ming","Mar 14, 2024","Mar 24, 2024"
Mr. Pei Loves Her so Much (2024),"Romance, Drama",99.0,"Jan 16, 2024",7.6,55395.0,343,,"Jan 16, 2024",
Ding Ji Hao Men Zong Cai Cheng Le Wo De Jin Si Que (2024),"Comedy, Romance",85.0,"Sep 26, 2024",7.5,56076.0,226,,"Sep 26, 2024",
Evening Star for You (2024),"Romance, Drama",100.0,"Sep 15, 2024",7.4,58039.0,198,,"Sep 15, 2024",
Player Ten Season 2 (2024),,9.0,"Aug 12, 2024 - Aug 22, 2024",7.6,55624.0,90,,"Aug 12, 2024","Aug 22, 2024"
He He You Ming (2024),Romance,87.0,"Nov 3, 2024",7.5,56131.0,90,,"Nov 3, 2024",
That Year Love Letter (2024),Romance,80.0,"Oct 15, 2024",7.4,58579.0,67,,"Oct 15, 2024",
A Soldier's Story (2024),"Historical, Comedy",24.0,"Jan 25, 2024 - Feb 4, 2024",7.4,57937.0,149,"Jiang Long, Shi Ce, Qin Hai Lu, You Yong, Jiang Yi, Liu Pei Qi","Jan 25, 2024","Feb 4, 2024"
Embracing the Stars Together (2024),"Romance, Youth",24.0,"Mar 1, 2024",7.5,56814.0,928,"Wu Qian Ying, Victor Liu, Li Jia Jia, Pan Lu Yu, Zhang Shi An, Bellamy","Mar 1, 2024",
Let Wind Goes By (2024),Mystery,24.0,"Dec 26, 2024 - Jan 5, 2025",7.5,57305.0,246,"Wang Jing Chun, Jiang Qi Ming, Yang Cai Yu, Wu Xiao Liang, Tan Kai, Una You","Dec 26, 2024","Jan 5, 2025"
Really Want You to Know (2024),Romance,70.0,"Oct 3, 2024",7.5,57173.0,115,,"Oct 3, 2024",
The Story of Pearl Girl (2024),"Historical, Business, Romance, Drama",40.0,"Nov 1, 2024 - Nov 22, 2024",8.2,1379.0,"18,947","Zhao Lu Si, Liu Yu Ning, Tang Xiao Tian, Yu Yong Hai, Shang Wan Qing, Chloe Xie","Nov 1, 2024","Nov 22, 2024"
Love of Nirvana (2024),"Romance, Wuxia, Drama, Political",40.0,"Sep 14, 2024 - Oct 3, 2024",8.2,1322.0,"8,561","Ren Jia Lun, Landy Li, Jeremy Tsui, Gao Han, Zhang Feng Yi, Wen Zheng Rong","Sep 14, 2024","Oct 3, 2024"
You Are My Lover Friend (2024),"Romance, Youth, Drama",30.0,"Sep 23, 2024 - Oct 6, 2024",8.2,1345.0,"11,078","Zhang Xin Cheng, Wang Yu Wen, Wu Jun Ting, Luo Qiu Yun, Guan Yue, Guo Yun Qi","Sep 23, 2024","Oct 6, 2024"
The Land of Warriors (2024),"Romance, Wuxia, Fantasy",38.0,"Nov 25, 2024 - Dec 14, 2024",8.3,1184.0,"5,683","Zhou Yi Ran, Zhang Yu Xi, Ding Jia Yi, Luke Chen, Snow Kong, Zhou Jing Bo","Nov 25, 2024","Dec 14, 2024"
Lost You Forever Season 2 (2024),"Romance, Wuxia, Drama, Fantasy",23.0,"Jul 8, 2024 - Jul 22, 2024",8.2,1394.0,"7,209","Yang Zi, Zhang Wan Yi, Deng Wei, Tan Jian Ci, Wang Hong Yi, Dai Lu Wa","Jul 8, 2024","Jul 22, 2024"
You Are My Secret (2024),"Romance, Life",32.0,"Jul 31, 2024 - Aug 16, 2024",8.2,1386.0,"15,056","Karlina Zhang, Miles Wei, Wang Zhen Er, Zhou Cheng Ao, Dai Yun Fan, Ke Ying","Jul 31, 2024","Aug 16, 2024"
The Princess Royal (2024),"Historical, Romance, Fantasy",40.0,"Jun 26, 2024 - Jul 13, 2024",8.2,1405.0,"17,599","Zhao Jin Mai, Zhang Ling He, Chen He Yi, Liu Xu Wei, Cheng Guo, He Qiu","Jun 26, 2024","Jul 13, 2024"
19th Floor (2024),"Adventure, Thriller, Mystery, Youth",30.0,"Jan 16, 2024 - Feb 2, 2024",8.2,1419.0,"7,853","Sun Qian, Miles Wei, Bai Shu, Rachel Wang, Tao Hai, Xiao Kai Zhong","Jan 16, 2024","Feb 2, 2024"
The Tale of Rose (2024),"Romance, Life",38.0,"Jun 8, 2024 - Jun 22, 2024",8.2,1425.0,"6,063","Crystal Liu, Tong Da Wei, Wan Qian, Zhu Zhu, Wu Bi, Wang Yan Yang","Jun 8, 2024","Jun 22, 2024"
White Cat Legend (2024),"Adventure, Historical, Mystery, Fantasy",36.0,"Feb 20, 2024 - Mar 8, 2024",8.2,1431.0,"6,186","Ding Yu Xi, Zhou Qi, Ding Jia Wen, Zhang Yi Cong, Miles Wei, Feng Man","Feb 20, 2024","Mar 8, 2024"
Adventure behind the Bronze Door (2024),"Action, Adventure, Mystery, Horror",32.0,"Aug 26, 2024 - Sep 16, 2024",8.2,1462.0,"2,505","Edward Zhang, Janice Man, Chen Ming Hao, Zhang Kang Le, Shawn Wei, Di Ma","Aug 26, 2024","Sep 16, 2024"
The First Shot (2024),"Thriller, Mystery, Drama",32.0,"Sep 3, 2024 - Sep 20, 2024",8.2,1560.0,"2,485","Johnny Huang, Zhang Yu, Wang Zi Qi, Chloe Xie, Liu Run Nan, Zhao Yu Tong","Sep 3, 2024","Sep 20, 2024"
Regeneration (2024),"Thriller, Mystery",10.0,"May 6, 2024 - May 15, 2024",8.2,1618.0,"3,474","Jing Bo Ran, Zhou Yi Ran, Wang Yan Hui, Chen Yu Xian, Huang Jue, He Liao Lu Yun","May 6, 2024","May 15, 2024"
Bright Time (2024),"Romance, Life, Youth",32.0,"Jul 6, 2024 - Jul 21, 2024",8.2,1493.0,"2,632","Hao Fu Shen, Bian Cheng, Huang Zi Xing, Gu Shu Qi, Bian Tian Yang, Li Zhe Hao","Jul 6, 2024","Jul 21, 2024"
Love Endures (2024),"Romance, Life, Youth, Drama",32.0,"Jan 20, 2024 - Feb 8, 2024",8.1,1730.0,"8,347","Yang Zi, Fan Cheng Cheng, Zhu Yan Man Zi, Wang Qian Yue, Fang Yue Qiao, Zhao Rui","Jan 20, 2024","Feb 8, 2024"
Sword and Fairy 4 (2024),"Romance, Wuxia, Fantasy",36.0,"Jan 17, 2024 - Feb 1, 2024",8.1,1866.0,"7,847","Chen Zhe Yuan, Ju Jing Yi, Mao Zi Jun, Mao Xiao Hui, Wang Duo, Wang Yuan Ke","Jan 17, 2024","Feb 1, 2024"
As Beautiful as You (2024),"Business, Comedy, Romance",40.0,"Jul 2, 2024 - Jul 23, 2024",8.1,1831.0,"18,828","Tan Song Yun, Xu Kai, He Rui Xian, Gao Han, Tang Zhen Chao, Luo Peng","Jul 2, 2024","Jul 23, 2024"
Melody of Golden Age (2024),"Historical, Mystery, Romance, Drama",40.0,"Aug 26, 2024 - Sep 13, 2024",8.1,1901.0,"11,139","Ding Yu Xi, Ancy Deng, Mao Zi Jun, Xiao Yan, Amber Song, Ethan Yao","Aug 26, 2024","Sep 13, 2024"
The Way Home (2024),"Youth, Drama, Family",16.0,"Dec 24, 2024 - Jan 3, 2025",8.1,1875.0,"2,473","Mark Ma, Zhang Kang Le, Vivi Chen, Yuan Ming Ze, Yao Jing Yuan, Fu Yu Shu","Dec 24, 2024","Jan 3, 2025"
Different Princess (2024),"Historical, Mystery, Romance, Fantasy",36.0,"Jan 12, 2024 - Feb 3, 2024",8.1,2069.0,"6,184","Ireine Song, Ding Ze Ren, Zhu Rong Jun, Sun Zu Jun, Zhang Yue Nan, Lin Lu","Jan 12, 2024","Feb 3, 2024"
In Blossom (2024),"Thriller, Historical, Romance, Fantasy",32.0,"Mar 15, 2024 - Apr 1, 2024",8.1,2117.0,"13,106","Ju Jing Yi, Liu Xue Yi, Wu Jia Yi, Li Ge Yang, Qi Pei Xin, Ding Jie","Mar 15, 2024","Apr 1, 2024"
Blue Canvas of Youthful Days (2024),"Romance, Youth, Family",12.0,"Oct 26, 2024 - Dec 1, 2024",8.0,2168.0,"10,105","Guo Jia Le, Zhang Xuan Yu, Xiao Zi Zhuo, Yao Xing Hao, Hu Ze Ming, Li Jue Xuan","Oct 26, 2024","Dec 1, 2024"
Thousands of Years of Love (2024),"Romance, Wuxia, Fantasy",22.0,"Jan 24, 2024 - Feb 8, 2024",8.0,2176.0,"3,674","Yu Xuan Chen, Tu Zhi Ying, Kepler, Sun Yan En, Hao Yi Ran, Yuan Zi Ming","Jan 24, 2024","Feb 8, 2024"
Hard to Find (2024),"Historical, Romance, Drama, Fantasy",28.0,"Apr 2, 2024 - Apr 13, 2024",8.0,2166.0,"5,756","Zhao Yi Qin, Shen Yu Jie, Fang Xiao Dong, Guo Jia Yu, Wang Ze Xuan, Kay Song","Apr 2, 2024","Apr 13, 2024"
Dark Night and Dawn (2024),"Thriller, Historical, Mystery, Crime",38.0,"Sep 18, 2024 - Oct 4, 2024",8.0,2202.0,"2,901","Chen Zhe Yuan, Nie Yuan, Xing Fei, Annabel Yao, Wang Zhi Wen, Sun Yan","Sep 18, 2024","Oct 4, 2024"
Burning Flames (2024),"Wuxia, Drama, Fantasy",40.0,"Mar 13, 2024 - Apr 3, 2024",8.0,2332.0,"7,048","Ren Jia Lun, Xing Fei, Zhu Xu Dan, Yan Yi Kuan, Zhu Zheng Ting, Jiang Xin","Mar 13, 2024","Apr 3, 2024"
Riverside Code at Qingming Festival (2024),"Thriller, Historical, Mystery",26.0,"Dec 16, 2024 - Dec 27, 2024",8.0,2379.0,"1,483","Zhang Song Wen, Bai Bai He, Zhou Yi Wei, Hou Yan Song, Gala Zhang, Xia Meng","Dec 16, 2024","Dec 27, 2024"
Always on the Move (2024),"Romance, Drama, Family",39.0,"Feb 6, 2024 - Feb 25, 2024",8.0,2358.0,"1,931","Bai Jing Ting, Ding Yong Dai, Gina Jin, Zuo Xiao Qing, Liu Jun, Jiang Yan","Feb 6, 2024","Feb 25, 2024"
Yong An Dream (2024),"Historical, Mystery, Romance, Fantasy",24.0,"Feb 28, 2024 - Mar 7, 2024",8.0,2405.0,"4,157","Nana Ouyang, Jeremy Tsui, Sun Jian, Xia Nan, Yang Zhen, Liu Hai Kuan","Feb 28, 2024","Mar 7, 2024"
Born to Run (2024),"Life, Family",28.0,"Jan 11, 2024 - Jan 23, 2024",8.0,2497.0,"1,466","Zhong Chu Xi, Yang Chao Yue, Xu Di, Chen Xiao Yi, Hou Wen Yuan, Song Yang","Jan 11, 2024","Jan 23, 2024"
Wind Direction (2024),"Adventure, Romance, Life, Youth",30.0,"Sep 9, 2024 - Sep 20, 2024",8.0,2451.0,"1,941","Sun Qian, Zhai Zi Lu, Liu Lin, Tian Yu, Li Nai Wen, Zeng Li","Sep 9, 2024","Sep 20, 2024"
The Best Day of My Life (2024),"Romance, Youth",14.0,"Jul 25, 2024 - Aug 2, 2024",8.0,2552.0,"12,447","Zhang Jiong Min, Jiang Zhi Nan, Wang Chuan, Yan Zhi Chao, Sheng Yi Chen, Zhang You Wei","Jul 25, 2024","Aug 2, 2024"
Heroes (2024),"Action, Adventure, Historical, Mystery",36.0,"May 8, 2024 - May 23, 2024",8.0,2503.0,"2,247","Qin Jun Jie, Liu Yu Ning, Pang Han Chen, Maggie Huang, Jinna Fu, Chen Tian Ming","May 8, 2024","May 23, 2024"
Kill Me Love Me (2024),"Historical, Mystery, Romance, Political",32.0,"Oct 14, 2024 - Oct 30, 2024",7.9,2676.0,"14,682","Liu Xue Yi, Wu Jin Yan, Bi Wen Jun, Zhao Xiao Tang, Baron Chen, Huang Ri Ying","Oct 14, 2024","Oct 30, 2024"
Tender Light (2024),"Thriller, Mystery, Romance, Drama",28.0,"Apr 27, 2024 - May 10, 2024",7.9,2657.0,"2,526","Tong Yao, Zhang Xin Cheng, Chen Yu Tong, Ye Zu Xin, Wang Zi Xuan, Zhao Hao Hong","Apr 27, 2024","May 10, 2024"
Begin Again (2024),"Romance, Life, Drama",18.0,"Dec 18, 2024 - Jan 2, 2025",8.0,2576.0,"1,947","Zhong Chu Xi, Elvis Han, Amy Chen, Sunny Sun, Geng Le, Ni Hong Jie","Dec 18, 2024","Jan 2, 2025"
Love Song in Winter (2024),"Thriller, Mystery, Romance, Drama",36.0,"Dec 20, 2024 - Jan 1, 2025",7.9,2849.0,"7,548","Johnny Huang, Sun Qian, Kira Shi, Wang Tian Chen, Xiao Kai Zhong, Guan Zi Jing","Dec 20, 2024","Jan 1, 2025"
Strange Tales of Jiang Cheng (2024),"Thriller, Historical, Mystery, Horror",52.0,"Aug 13, 2024 - Aug 28, 2024",7.9,2714.0,"2,249","Xia Zhi Guang, Caesar Wu, Wang Zhi Yi, Hei Zi, Zhu Tie, Xiao Yin","Aug 13, 2024","Aug 28, 2024"
Follow Your Heart (2024),"Historical, Mystery, Romance, Supernatural",40.0,"Jun 21, 2024 - Jul 6, 2024",7.9,2818.0,"9,208","Luo Yun Xi, Song Yi, Sebrina Chen, Huang Ri Ying, Ryan Cheng, Gu Zi Cheng","Jun 21, 2024","Jul 6, 2024"
Everyone Loves Me (2024),"Comedy, Romance, Youth",24.0,"Mar 1, 2024 - Mar 16, 2024",7.9,2816.0,"26,198","Lin Yi, Zhou Ye, Melody Tang, Jiang Yi Ming, Zhan Yu, Hong Yao","Mar 1, 2024","Mar 16, 2024"
Hero Is Back (2024),"Action, Adventure, Romance, Fantasy",24.0,"Sep 23, 2024 - Oct 7, 2024",7.9,2908.0,"2,242","Ao Rui Peng, Jin Jia, Zhang Yu Xi, Liu Mei Tong, Li Jun Yi, Xu Shi Yue","Sep 23, 2024","Oct 7, 2024"
Link Click (2024),"Action, Fantasy, Supernatural",24.0,"Jun 19, 2024 - Jul 11, 2024",7.9,2643.0,"2,450","Jiang Long, Bi Wen Jun, Bu Guan Jin, Liu Chang, Jiang Yi Ru, Xue Jia Ning","Jun 19, 2024","Jul 11, 2024"
Deep Lurk (2024),"Action, Thriller, Historical, Crime",38.0,"Nov 13, 2024 - Nov 30, 2024",7.9,2887.0,"2,010","Cheng Yi, Ying Er, Han Dong, Liu Huan, Hou Meng Yao, Zhang Tian Yang","Nov 13, 2024","Nov 30, 2024"
Eternal Brotherhood (2024),"Action, Historical, Sci-Fi, Fantasy",24.0,"Feb 27, 2024 - Mar 13, 2024",7.9,2933.0,"3,466","Yang Xu Wen, Liu Yu Ning, Zhang Ming En, Li Mo Zhi, Gu Lan Di, Dong Bo Liang","Feb 27, 2024","Mar 13, 2024"
Fortune Writer (2024),"Historical, Romance, Fantasy",24.0,"Mar 20, 2024 - Mar 29, 2024",7.9,2883.0,"3,291","Daisy Li, Ye Sheng Jia, Zhao Mu Yan, Liu Shang Lin, Du Gong Hai, Wang Xue Xi","Mar 20, 2024","Mar 29, 2024"
Lost in the Shadows (2024),"Thriller, Mystery, Drama, Family",16.0,"Jun 6, 2024 - Jun 13, 2024",7.9,3065.0,886,"Zhang Song Wen, Rong Zi Shan, Cheng Tai Shen, Chen Yu Si, Li Jian, Zhao Hua Wei","Jun 6, 2024","Jun 13, 2024"
Fateful Love (2024),"Romance, Wuxia, Drama, Fantasy",40.0,"Aug 30, 2024 - Sep 15, 2024",7.8,3276.0,"5,733","Hans Zhang, Zhu Xu Dan, Yao Chi, Hai Ling, Ryan Ren, Wang Hao Xiang","Aug 30, 2024","Sep 15, 2024"
Judge Dee's Mystery (2024),"Thriller, Historical, Mystery",32.0,"Feb 6, 2024 - Feb 23, 2024",7.9,3202.0,"2,945","Zhou Yi Wei, Wang Li Kun, Zhong Chu Xi, Zhang Jia Yi, Jason Kang, You Yong","Feb 6, 2024","Feb 23, 2024"
Go East (2024),"Historical, Comedy, Romance",37.0,"Aug 23, 2024 - Sep 7, 2024",7.9,3208.0,"4,196","Tan Jian Ci, Zhou Yi Ran, Du Chun, Adi Kan, Wei Zi Xin, Shawn Zhang","Aug 23, 2024","Sep 7, 2024"
Secrets of the Shadow Sect (2024),"Romance, Wuxia",24.0,"Mar 12, 2024 - Mar 24, 2024",7.8,3268.0,"3,560","Hu Yi Yao, Lin Ze Hui, Yuan Zi Ming, Wang Jiu Sheng, Wu Tian Hao, Zhang Hao Sen","Mar 12, 2024","Mar 24, 2024"
Pegasus (2024),"Comedy, Youth, Sports, Fantasy",28.0,"Feb 28, 2024 - Mar 14, 2024",7.8,3359.0,"1,257","Hu Xian Xu, Wang Yan Lin, Yu En Tai, Yan He Xiang, Jeremy Qu, Chen Yu Xian","Feb 28, 2024","Mar 14, 2024"
"Present, Is Present (2024)","Thriller, Mystery, Romance, Fantasy",16.0,"May 21, 2024 - Jun 7, 2024",7.8,3403.0,"6,844","Fan Zhi Xin, Tu Bing, Song Yi Xiong, Shi Yuan Ting, Lin Ai Jia, Shi Guang","May 21, 2024","Jun 7, 2024"
Running Like a Shooting Star (2024),"Youth, Sports",24.0,"Apr 17, 2024",7.8,3251.0,"1,238","Gan Wang Xing, Jin Xiao, Mai Wu Lan, Zhou Yan Zhe, Min Zheng, Gao Sheng Hao Yu","Apr 17, 2024",
Snowy Night Timeless Love (2024),"Romance, Wuxia, Fantasy",32.0,"Oct 9, 2024 - Oct 23, 2024",7.8,3415.0,"5,675","Li Qin, Joseph Zeng, Wang Hong Yi, Edward Chen, Jenny Zeng, Kim Jin","Oct 9, 2024","Oct 23, 2024"
Guess Who I Am (2024),"Thriller, Comedy, Romance, Supernatural",24.0,"Mar 22, 2024 - Apr 4, 2024",7.8,3484.0,"9,378","Zhang Yu Xi, Wang Zi Qi, Ke Nai Yu, Han Dong Lin, Wang Jia Yin, Liu Zhe Hui","Mar 22, 2024","Apr 4, 2024"
My Boss (2024),"Comedy, Law, Romance",36.0,"Jan 4, 2024 - Jan 26, 2024",7.8,3508.0,"15,163","Chen Xing Xu, Zhang Ruo Nan, Chen Xiao Yun, Li Jun Xian, He Wen Jun, Li Dian Zun","Jan 4, 2024","Jan 26, 2024"
Snowfall (2024),"Thriller, Historical, Romance, Fantasy",24.0,"Jul 29, 2024 - Aug 7, 2024",7.8,3485.0,"11,139","Gao Wei Guang, Nana Ouyang, Winwin, Maggie Huang, Ryan Ren, Tang Jing Mei","Jul 29, 2024","Aug 7, 2024"
Small Town Stories (2024),"Music, Business, Romance, Life, Drama",30.0,"Jan 21, 2024 - Feb 1, 2024",7.8,3675.0,"1,318","Karlina Zhang, Gao Zhi Ting, Wu Xing Jian, Song Jia Teng, Zhu Rui, Rain Lu","Jan 21, 2024","Feb 1, 2024"
Smile Code (2024),"Comedy, Romance, Life, Youth",34.0,"Nov 8, 2024 - Nov 23, 2024",7.8,3738.0,"10,672","Shen Yue, Lin Yi, Ye Xiao Wei, Zhang Tian Ai, Zhao Hai Yan, Ophelia Yang","Nov 8, 2024","Nov 23, 2024"
Sweet Trap (2024),"Food, Comedy, Romance, Drama",24.0,"Jan 29, 2024 - Feb 14, 2024",7.8,3648.0,"8,959","Xie Bin Bin, Zhang Miao Yi, Tian Xu Ning, Yakisa, Xu Yang Hao, Li Shu Man","Jan 29, 2024","Feb 14, 2024"
"Later, I Laughed (2024)","Comedy, Life, Drama",24.0,"Nov 23, 2024 - Dec 2, 2024",7.8,3928.0,"1,633","Teresa Li, Wei Da Xun, Wang Hao, Rainbow Xu, Liu Dan, Ding Guan Sen","Nov 23, 2024","Dec 2, 2024"
Brocade Odyssey (2024),"Historical, Business, Romance, War",40.0,"Nov 30, 2024 - Dec 20, 2024",7.8,3696.0,"4,589","Tan Song Yun, Zheng Ye Cheng, Jing Chao, Chen Xiao Yun, Sui Yong Liang, Hu Ya Jie","Nov 30, 2024","Dec 20, 2024"
Best Choice Ever (2024),"Romance, Life, Drama, Family",37.0,"Apr 9, 2024 - Apr 24, 2024",7.8,3844.0,"14,103","Yang Zi, Xu Kai, Xu Ling Yue, Gala Zhang, Niu Jun Feng, He Sai Fei","Apr 9, 2024","Apr 24, 2024"
Embrace in the Dark Night (2024),"Action, Mystery, Romance",24.0,"Aug 6, 2024 - Aug 15, 2024",7.8,3970.0,"10,877","Jesse Ren, Gao Rong Fang, Liu Tian Yang, Zhang Ya Meng, Sun Le Tian, Xie Xiao Lang","Aug 6, 2024","Aug 15, 2024"
Love’s Rebellion (2024),"Mystery, Romance, Wuxia, Fantasy",36.0,"Jul 31, 2024 - Aug 18, 2024",7.7,4079.0,"8,056","Jing Tian, Zhang Ling He, Darren Chen, Chang Long, Qiao Zhen Yu, Jing Yan Jun","Jul 31, 2024","Aug 18, 2024"
Be Your Knight (2024),"Historical, Romance",29.0,"Sep 14, 2024 - Sep 26, 2024",7.7,4173.0,"4,378","Fan Zhi Xin, Yang Yu Xi, Wang Jun Hao, Elaine Yi, Guo Jia Yu, Wang Ruo Lin","Sep 14, 2024","Sep 26, 2024"
Echo of Her Voice (2024),"Music, Historical, Comedy, Romance",24.0,"Sep 22, 2024 - Oct 1, 2024",7.7,4180.0,"5,228","Xu Jia Qi, Miles Wei, Caesar Wu, Zhang Yue, Huang You Ming, Lu Zhao Hua","Sep 22, 2024","Oct 1, 2024"
The Promise of Growing Up Together (2024),Youth,24.0,"Nov 22, 2024 - Nov 28, 2024",7.8,3797.0,"1,594","Tian Hong Jie, Ji Mei Han, Chen Kang, Zheng Cheng Cheng, Xu Xin Wen, Yin Rui","Nov 22, 2024","Nov 28, 2024"
A Lucid Dream (2024),"Romance, Drama",18.0,"Jan 28, 2024 - Feb 9, 2024",7.7,4197.0,"1,628","Wang Ya Jia, Cheng Yu Feng, Cheng Qi Meng, Yu Kai Ning, Lou Xin Yue, Shi Da Mao","Jan 28, 2024","Feb 9, 2024"
Shooting Stars (2024),"Thriller, Historical, Mystery, Drama",34.0,"Apr 15, 2024 - Apr 30, 2024",7.7,4246.0,"2,685","Li Xian, Ren Min, Zhou You, CiCi Wang, Wang Mao Lei, Jiang Yi","Apr 15, 2024","Apr 30, 2024"
See Her Again (2024),"Thriller, Mystery, Drama, Fantasy",18.0,"Nov 20, 2024 - Nov 27, 2024",7.7,4214.0,924,"William Chan, Cya Liu, Stephen Fung, Gardner Tse, Niki Chow, Kevin Chu","Nov 20, 2024","Nov 27, 2024"
My Divine Emissary (2024),"Historical, Comedy, Romance, Fantasy",24.0,"Apr 22, 2024 - May 2, 2024",7.7,4423.0,"2,723","Li Zi Xuan, Chen Jing Ke, Vincent Wei, Tan Xiao Fan, Wang Yun Zhi, He De Rui","Apr 22, 2024","May 2, 2024"
Insect Detective Season 2 (2024),"Thriller, Mystery",26.0,"May 21, 2024 - Jun 1, 2024",7.7,4408.0,"1,225","Gala Zhang, Chu Yue, Bie Thassapak Hsu, Nine Kornchid Boonsathitpakdee, Lawrence Wong, Fang Zi Bin","May 21, 2024","Jun 1, 2024"
A Lonely Hero’s Journey (2024),"Thriller, Historical, Mystery, War",36.0,"Aug 6, 2024 - Aug 23, 2024",7.7,4513.0,"1,602","Joseph Zeng, Zhang Song Wen, Chen Du Ling, Wang Yu Wen, Tian Kai, Zhang Feng Yi","Aug 6, 2024","Aug 23, 2024"
Go Back Lover (2024),"Romance, Youth",24.0,"Oct 8, 2024 - Oct 17, 2024",7.7,4768.0,"7,655","Li Yun Rui, Xu Ruo Han, Ryan Ren, Wang Yi Jin, Xia Hao Ran, Duan Yu","Oct 8, 2024","Oct 17, 2024"
Liars in Love (2024),"Romance, Drama",24.0,"May 31, 2024",7.7,4453.0,"4,345","Cui Yu Xin, Li Jia Qi, Kimi Yang, He Ling Yao, Xiong Ao Bo, Elaine Yi","May 31, 2024",
Dawn Is Breaking (2024),"Historical, Romance",30.0,"Aug 20, 2024 - Sep 1, 2024",7.7,4517.0,"3,580","He Xuan Lin, Richard Li, Wang Xing Wei, Ai Hong Chen, Song Ke Jun, Luo Yu Tian","Aug 20, 2024","Sep 1, 2024"
Golden House Hidden Love (2024),"Mystery, Comedy, Romance, Fantasy",24.0,"Jan 19, 2024",7.7,4578.0,"3,551","Lai Mei Yun, Wang Zi Hao, Gu Lan Di, Peng Bi Yao, Jin Xiao, Elena Tong","Jan 19, 2024",
Sword and Fairy 1 (2024),"Romance, Wuxia, Fantasy",40.0,"Apr 2, 2024 - Apr 19, 2024",7.7,4657.0,"3,016","He Yu, Yang Yu Tong, Xu Hao, Li Chuan, Hu Yi Xuan, Ye Sheng Jia","Apr 2, 2024","Apr 19, 2024"
Jade's Fateful Love (2024),"Adventure, Historical, Romance, Fantasy",24.0,"Jun 15, 2024 - Jun 28, 2024",7.6,4786.0,"2,593","Hankiz Omar, Yan Xu Jia, Zhang Jia Yuan, Huang Qiao, Ma Si Han, Lin Jun Yi","Jun 15, 2024","Jun 28, 2024"
